id,created_at,retweets,likes,replies,quotes,user_followers,user_following,user_listed,user_tweets,has_media,url,lang,text,Weekday,DayOfWeek,Hour,words,Dominant_topic,Dominant_score,topic_1,topic_2
1507544558057385985,2022-03-26 02:26:46+00:00,0,0,0,0,1002,2684,5,20536,True,https://pbs.twimg.com/media/FOvfyH4VEAQvNwj.jpg,en,"@AConcernedPare2 The bigger the agenda the more time and resources are put into creating the problem in the mind of the public. People broken by Covid are less likely to see through climate lies. A video to check out-

https://t.co/fOWpld0iJZ https://t.co/CBJIoV1pHW",Saturday,5,2,"['big', 'agenda', 'time', 'resource', 'put', 'create', 'problem', 'mind', 'public', 'people', 'break', 'less', 'likely', 'see', 'climate', 'lie', 'video', 'check', 'fowpld', 'ijz', 'cbjiov', 'phw']",1,0.9696784019470215,0.9696784019470215,0.03032161481678486
1507544527392882688,2022-03-26 02:26:38+00:00,0,0,0,0,2154,4341,4,31834,True,https://pbs.twimg.com/media/FOvfwXJXwAEiRNq.jpg,en,"Lying ass CDC, Now Removes 72,277 people who did not die of Covid-19….yea, we allready knew that, and told them months ago, but were stupid…. https://t.co/Wff97qFK41",Saturday,5,2,"['lie', 'ass', 'cdc', 'remove', 'people', 'die', 'yea', 'allready', 'know', 'tell', 'month', 'ago', 'stupid', 'qfk']",2,0.9641188383102417,0.03588114678859711,0.9641188383102417
1507544458769879041,2022-03-26 02:26:22+00:00,4558,0,0,0,4,104,1,200,True,https://pbs.twimg.com/media/FOfc7pSXsAcfYeq.jpg,en,RT @DonaldJTrumpJr: COVID is going to kill itself!!! https://t.co/4u0W4sovvU,Saturday,5,2,"['go', 'kill', 'sovvu']",2,0.8640071153640747,0.13599294424057007,0.8640071153640747
1507544448145641477,2022-03-26 02:26:19+00:00,0,0,0,0,1259,2376,2,39492,True,https://pbs.twimg.com/media/FOvfr6LUcAUS0Kq.jpg,en,"@AuroraO83 @jsdpharmd Let me straighten you out with FACTS and FEELINGS: the vaxxes don't work as anyone who got onecan STILL CONTRACT, SPREAD AND BE SICKENED BY COVID. We are in hyper inflation. Crime has escalated and now we are staring into the abyss of WWIII. All under Biden's watch. https://t.co/eEknFQ5LtP",Saturday,5,2,"['let', 'straighten', 'fact', 'feeling', 'vaxxe', 'work', 'get', 'still', 'contract', 'spread', 'sickened', 'hyper', 'inflation', 'crime', 'escalate', 'stare', 'abyss', 'wwiii', 'biden', 'watch', 'eeknfq', 'ltp']",1,0.9757855534553528,0.9757855534553528,0.02421443536877632
1507544405531676676,2022-03-26 02:26:09+00:00,0,0,0,0,457,442,0,11194,True,https://pbs.twimg.com/media/FOvfpbmWUActgTK.jpg,en,I love being covid free https://t.co/HUDj3e4XIg https://t.co/keaU8okKAX,Saturday,5,2,"['love', 'free']",1,0.8310727477073669,0.8310727477073669,0.16892723739147186
1507544388045783042,2022-03-26 02:26:05+00:00,0,0,0,0,64,11,0,149525,True,https://pbs.twimg.com/media/FOvfoYZVUAAesYJ.jpg,en,7 Day US Covid Confirmed Cases by County  For PA   2022-03-22:  Latest Covid Insights by Our Analytics Team using USAFacts #datavisualization #datascience #analytics #healthtech #data #covid19 #publichealth #covid #globalhealth #RStats https://t.co/PHGkyHpztJ,Saturday,5,2,"['day', 'confirm', 'case', 'county', 'late', 'insight', 'analytic', 'team', 'use', 'usafact', 'datascience', 'analytic', 'healthtech', 'datum', 'publichealth', 'globalhealth', 'rstat', 'phgkyhpztj']",2,0.9733761548995972,0.02662387117743492,0.9733761548995972
1507544382555123713,2022-03-26 02:26:04+00:00,0,0,0,0,10,105,0,5940,True,https://pbs.twimg.com/media/FOvfoHoVEAI9I-4.jpg,en,COVID updates: Every state and territory's coronavirus numbers in one place https://t.co/VPp2rJYlPR https://t.co/u6mFrlqrT6,Saturday,5,2,"['update', 'state', 'coronavirus', 'number', 'place', 'vpp', 'rjylpr']",1,0.9315560460090637,0.9315560460090637,0.06844397634267807
1507544369242517505,2022-03-26 02:26:01+00:00,0,0,0,0,8007,150,143,2936,True,https://pbs.twimg.com/media/FOvfnWtWQAIdYf5.jpg,en,"The COVID-19 Daily Update is now available on local cases, deaths, and hospitalizations. View the full Deschutes County dashboard: https://t.co/Ji8oIKy095 https://t.co/DzEIKD6uuf",Saturday,5,2,"['daily', 'update', 'available', 'local', 'case', 'death', 'view', 'full', 'deschute', 'county', 'dashboard']",2,0.9497506618499756,0.05024934187531471,0.9497506618499756
1507544273046196224,2022-03-26 02:25:38+00:00,1,0,0,0,244,47,2,113016,True,https://pbs.twimg.com/media/FOpGZIYVQBAv7GS.jpg,en,"RT @GlobalNational: COVID-19: 895 cases in Saskatchewan reported, deaths increase https://t.co/1JIuMUPZnf https://t.co/d9ihCR2MJa",Saturday,5,2,"['case', 'report', 'death', 'increase', 'jiumupznf', 'ihcr', 'mja']",2,0.9346489310264587,0.06535106897354126,0.9346489310264587
1507544257623646212,2022-03-26 02:25:34+00:00,28,0,0,0,82,93,0,4274,True,https://pbs.twimg.com/media/FOrbuS5aIAMXe2u.jpg,en,RT @bieunu: Eunwoo saying he survived covid because of our concern he is such a beautiful person 🥺🥺 https://t.co/msqKOzzXIT,Saturday,5,2,"['say', 'survive', 'concern', 'beautiful', 'person', 'msqkozzxit']",1,0.9235453009605408,0.9235453009605408,0.07645467668771744
1507544247821553665,2022-03-26 02:25:32+00:00,0,0,0,0,232,750,3,2026,True,https://pbs.twimg.com/media/FOvfgAQXMAYARZi.jpg,en,"Remember me, Though I have to say goodbye. Remember me, Don't let it make you cry…Until you're in my arms again, Remember me… 

It was an honor to serve as host of the COVID-19 Day of Remembrance at our Brownsville Campus 🤍 
#utrgv #covid19 
#strongertogether #RallyTheValley https://t.co/vEllqIXqPl",Saturday,5,2,"['remember', 'say', 'goodbye', 'remember', 'let', 'make', 'cry', 'arm', 'remember', 'honor', 'serve', 'host', 'day', 'remembrance', 'brownsville', 'campus', 'utrgv', 'rallythevalley', 'vellqixqpl']",1,0.9438167810440063,0.9438167810440063,0.05618318170309067
1507544239906996230,2022-03-26 02:25:30+00:00,0,0,0,0,14,16,0,322,True,https://pbs.twimg.com/media/FOvfezSVsAIoWIf.jpg,en,@Nyadawa2 @TuJadili @MihrThakar And when do you think this Great Tribulation will occur? It's now! COVID was one them then this conflict is second. The White Horseman with a Bow can be seen in the Russian Coat Of Arms! The Great Tribulation is now!! https://t.co/iQrrtCKnwm,Saturday,5,2,"['think', 'great', 'tribulation', 'occur', 'conflict', 'second', 'white', 'horseman', 'bow', 'see', 'russian', 'coat', 'arm', 'great', 'tribulation', 'iqrrtcknwm']",2,0.9676823019981384,0.03231770545244217,0.9676823019981384
1507544232659202054,2022-03-26 02:25:28+00:00,0,0,0,0,27,152,0,88477,True,https://pbs.twimg.com/media/FOvfd-nWQAEffrE.jpg,en,@folha Covid won’t stop until we stop close contact that spreads the virus! use app Bost instead to safely communicate with people around. Download for free at Apple https://t.co/uChWynVbJG &amp; Google https://t.co/Nvi0yitq3f https://t.co/aVqnRWGBl8,Saturday,5,2,"['stop', 'stop', 'close', 'contact', 'spread', 'virus', 'use', 'bost', 'instead', 'safely', 'communicate', 'people', 'download', 'free', 'apple']",2,0.8962198495864868,0.10378019511699677,0.8962198495864868
1507544047216472064,2022-03-26 02:24:44+00:00,98,0,0,0,9852,10449,4,32956,True,https://pbs.twimg.com/media/FOvYd4oVgAE-T8E.jpg,en,"RT @kathygriffin: 4th booster f**kers.
Oh, and CVS gave us EIGHT free Covid tests for getting boosted! https://t.co/fG6zHsayKz",Saturday,5,2,"['rt', 'booster', 'ker', 'give', 'free', 'test', 'get', 'boost', 'zhsaykz']",1,0.9498727321624756,0.9498727321624756,0.050127264112234116
1507544003704770560,2022-03-26 02:24:33+00:00,0,0,0,0,6820,425,145,62208,True,https://pbs.twimg.com/media/FOvfSFtX0AEoB8-.jpg,en,"The COVID-19 death toll in the London region went up by two on Friday as hospitalizations and staff cases also saw increases. #ldnont

https://t.co/S0boqXOeJy https://t.co/z6XsSkgYnM",Saturday,5,2,"['death', 'toll', 'region', 'go', 'staff', 'case', 'also', 'see', 'increase', 'boqxoejy', 'xsskgynm']",2,0.9561977982521057,0.04380221292376518,0.9561977982521057
1507543986826842112,2022-03-26 02:24:29+00:00,98,0,0,0,325,358,1,60809,True,https://pbs.twimg.com/media/FOvYd4oVgAE-T8E.jpg,en,"RT @kathygriffin: 4th booster f**kers.
Oh, and CVS gave us EIGHT free Covid tests for getting boosted! https://t.co/fG6zHsayKz",Saturday,5,2,"['rt', 'booster', 'ker', 'give', 'free', 'test', 'get', 'boost', 'zhsaykz']",1,0.9498726725578308,0.9498726725578308,0.05012732371687889
1507543976962031619,2022-03-26 02:24:27+00:00,0,0,0,0,143,295,0,2936,True,https://pbs.twimg.com/media/FOvfO7KagAMcTYS.jpg,en,"Something very fishy about Eagles Jack Darling and return to club after no-jab ban.
Did McGowan grant him a celeb exemption while treating us like dogs?  Fox report can't confirm, ABC says only he ""satisfied AFL criteria"".
Eagles have *12* vaxxed player unavail due to covid... https://t.co/vwVxVQWJUq",Saturday,5,2,"['fishy', 'eagle', 'jack', 'darling', 'return', 'club', 'jab', 'ban', 'mcgowan', 'grant', 'celeb', 'exemption', 'treat', 'confirm', 'say', 'satisfied', 'afl', 'criterion', 'eagle', 'vaxxed', 'player', 'unavail', 'due']",1,0.9690486192703247,0.9690486192703247,0.030951354652643204
1507543944858861574,2022-03-26 02:24:19+00:00,2,0,0,0,1298,3318,20,254900,True,https://pbs.twimg.com/media/FOveDoLXIAsmhs3.jpg,en,"RT @staronline: Today's (March 26) #Covid19 numbers.

Read more:
https://t.co/9da7nDu4TJ https://t.co/5DySwgwWKW",Saturday,5,2,"['today', 'number', 'read', 'ndu', 'dyswgwwkw']",1,0.9089884757995605,0.9089884757995605,0.09101154655218124
1507543881222701062,2022-03-26 02:24:04+00:00,159,0,0,0,161,341,2,13578,True,https://pbs.twimg.com/media/FOuUIspXwAIAU6n.jpg,en,RT @AreOhEssEyeEe: Tested positive for covid today... https://t.co/UEMi3vgvax,Saturday,5,2,"['test', 'positive', 'today']",1,0.8681672215461731,0.8681672215461731,0.1318327933549881
1507543869587697664,2022-03-26 02:24:01+00:00,0,0,0,0,1250,4975,168,64197,True,https://pbs.twimg.com/media/FOvfKGBXEAQo6uO.jpg,en,Florida Health Department: CDC Altered State’s COVID-19 Death Data.#BreakingNewsNow #Breaking_News #BreakingNews #BreakingNewz #BreakingNow #Breaking #Florida #Fla #FL #FlaHealthDepartment #FLHealthDepartment #CDC #CoronaVirusDeathsData #CoVid19DeathsData #CoVidDeathsData #FNN https://t.co/bOawUWdL7C,Saturday,5,2,"['death', 'cdc', 'fnn', 'boawuwdl']",2,0.8965929746627808,0.10340704023838043,0.8965929746627808
1507543862318936065,2022-03-26 02:24:00+00:00,0,0,1,0,1250,4975,168,64197,True,https://pbs.twimg.com/media/FOvfJsnXMAQaEAM.jpg,en,Florida Health Department: CDC Altered State’s COVID-19 Death Data.#BreakingNewsNow #Breaking_News #BreakingNews #BreakingNewz #BreakingNow #Breaking #Florida #Fla #FL #FlaHealthDepartment #FLHealthDepartment #CDC #CoronaVirusDeathData #CoVid19DeathData #CoVidDeathData #BNN #FLNN https://t.co/qBxFIwhZ1q,Saturday,5,2,"['death', 'flnn']",2,0.8288155198097229,0.1711844652891159,0.8288155198097229
1507543855570243589,2022-03-26 02:23:58+00:00,0,0,1,0,1250,4975,168,64197,True,https://pbs.twimg.com/media/FOvfJXaWYAQsP3y.jpg,en,Florida Health Department: CDC Altered State’s COVID-19 Death Data.#BreakingNewsNow #Breaking_News #BreakingNews #BreakingNewz #BreakingNow #Breaking #Florida #Fla #FL #FlaHealthDepartment #FLHealthDepartment #CDC #CoronaVirusDeath #CoVid19Death #CoVidDeath https://t.co/AFJwky99Kr,Saturday,5,2,"['death', 'cdc', 'death', 'coviddeath']",2,0.8990225791931152,0.10097740590572357,0.8990225791931152
1507543850323259406,2022-03-26 02:23:57+00:00,0,0,1,0,1250,4975,168,64197,True,https://pbs.twimg.com/media/FOvfJDGWUAwk8r2.jpg,en,Florida Health Department: CDC Altered State’s COVID-19 Death Data.#BreakingNewsNow #Breaking_News #BreakingNews #BreakingNewz #BreakingNow #Breaking #Florida #Fla #FL #FlaHealthDepartment #FLHealthDepartment #CDC #CoronaVirusDeaths #CoVid19Deaths #CoVidDeaths https://t.co/wa0nP35G8P,Saturday,5,2,"['death', 'cdc', 'death', 'coviddeath']",2,0.8990224003791809,0.10097756236791611,0.8990224003791809
1507543844300201989,2022-03-26 02:23:55+00:00,0,0,1,0,1250,4975,168,64197,True,https://pbs.twimg.com/media/FOvfIlVXIAE15Bi.jpg,en,Florida Health Department: CDC Altered State’s COVID-19 Death Data.#BreakingNewsNow #Breaking_News #BreakingNews #BreakingNewz #BreakingNow #Breaking #Florida #Fla #FL #FlaHealthDepartment #FLHealthDepartment #CDC #CenterforDiseaseControl #CenterofDiseaseControl #CoVid https://t.co/GGyaaNnLWg,Saturday,5,2,"['death', 'cdc', 'ggyaannlwg']",2,0.8724267482757568,0.12757320702075958,0.8724267482757568
1507543836352028676,2022-03-26 02:23:54+00:00,0,0,1,0,1250,4975,168,64197,True,https://pbs.twimg.com/media/FOvfIM2WYAEe2US.jpg,en,Florida Health Department: CDC Altered State’s COVID-19 Death Data.#BreakingNewsNow #Breaking_News #BreakingNews #BreakingNewz #BreakingNow #Breaking #Florida #Fla #FL #FlaHealthDepartment #FLHealthDepartment #CDC #CenterforDiseaseControl #CenterofDiseaseControl #CoronaVirus https://t.co/EhRWGKdRzt,Saturday,5,2,"['death', 'cdc', 'ehrwgkdrzt']",2,0.8724289536476135,0.12757104635238647,0.8724289536476135
1507543829947240452,2022-03-26 02:23:52+00:00,0,0,1,0,1250,4975,168,64197,True,https://pbs.twimg.com/media/FOvfH07XwAENgdF.jpg,en,Florida Health Department: CDC Altered State’s COVID-19 Death Data.#BreakingNewsNow #Breaking_News #BreakingNews #BreakingNewz #BreakingNow #Breaking #Florida #Fla #FL #FlaHealthDepartment #FLHealthDepartment #CDC #CentersforDiseaseControl #CentersofDiseaseControl #CoVid19 https://t.co/uyljKGsj72,Saturday,5,2,['death'],2,0.7494087219238281,0.25059130787849426,0.7494087219238281
1507543829582422019,2022-03-26 02:23:52+00:00,98,0,0,0,214,1491,0,120334,True,https://pbs.twimg.com/media/FOvYd4oVgAE-T8E.jpg,en,"RT @kathygriffin: 4th booster f**kers.
Oh, and CVS gave us EIGHT free Covid tests for getting boosted! https://t.co/fG6zHsayKz",Saturday,5,2,"['rt', 'booster', 'ker', 'give', 'free', 'test', 'get', 'boost', 'zhsaykz']",1,0.9498727917671204,0.9498727917671204,0.05012718215584755
1507543821877497860,2022-03-26 02:23:50+00:00,0,0,1,0,1250,4975,168,64197,True,https://pbs.twimg.com/media/FOvfHZIWUAUlxYu.jpg,en,Florida Health Department: CDC Altered State’s COVID-19 Death Data.#BreakingNewsNow #Breaking_News #BreakingNews #BreakingNewz #BreakingNow #Breaking #Florida #FloridaHealth #Fla #FlaHealth #FL #FLHealth #FloridaHealthDept #FlaHealthDept #FLHealthDept #FlaHealthDept #FLHealthDept https://t.co/uPhAI6MBvj,Saturday,5,2,"['death', 'flhealth', 'flahealthdept', 'flhealthdept', 'flahealthdept', 'flhealthdept']",2,0.9274244904518127,0.07257553935050964,0.9274244904518127
1507543818563985410,2022-03-26 02:23:49+00:00,0,0,0,0,5348,4647,120,20191,True,https://pbs.twimg.com/media/FOvfHJkXIAMYOs_.jpg,en,"Hey, #America!
Don’t make me use this again!
#COVID #2022 https://t.co/XRjSTCUxmY",Saturday,5,2,"['make', 'use', 'xrjstcuxmy']",2,0.868776261806488,0.13122376799583435,0.868776261806488
1507543816064028675,2022-03-26 02:23:49+00:00,0,0,1,0,1250,4975,168,64197,True,https://pbs.twimg.com/media/FOvfHAaXoAocd4l.jpg,en,Florida Health Department: CDC Altered State’s COVID-19 Death Data.#BreakingNewsNow #Breaking_News #BreakingNews #BreakingNewz #BreakingNow #Breaking #Florida #FloridaHealth #Fla #FlaHealth #FL #FLHealth #FloridaHealthDept #FlaHealthDept #FLHealthDept #FloridaHealthDepartment https://t.co/uH1xr2TEs6,Saturday,5,2,"['death', 'flhealth', 'flahealthdept', 'flhealthdept', 'te']",2,0.9147955179214478,0.08520447462797165,0.9147955179214478
1507543815741005824,2022-03-26 02:23:49+00:00,0,0,0,0,64,11,0,149525,True,https://pbs.twimg.com/media/FOvfHEtUYAE1JMe.jpg,en,7 Day US Covid Confirmed Cases by County  For OR   2022-03-22:  Latest Covid Insights by Our Analytics Team using USAFacts #datavisualization #datascience #analytics #healthtech #data #covid19 #publichealth #covid #globalhealth #RStats https://t.co/Q3FzZapSwP,Saturday,5,2,"['day', 'confirm', 'case', 'county', 'late', 'insight', 'analytic', 'team', 'use', 'usafact', 'datascience', 'analytic', 'healthtech', 'datum', 'publichealth', 'globalhealth', 'rstat', 'fzzapswp']",2,0.9733914136886597,0.026608537882566452,0.9733914136886597
1507543786993319936,2022-03-26 02:23:42+00:00,4,0,0,0,162,130,0,6380,True,https://pbs.twimg.com/media/FOj9lABXIAwZSG8.jpg,en,RT @NavalInstitute: Navy Exceeds 650 COVID-19 Vaccine Separations - USNI News https://t.co/4xHpNkTcYQ https://t.co/3DPoY3c2tO,Saturday,5,2,"['exceed', 'vaccine', 'separation', 'usni', 'dpoy']",2,0.9130257964134216,0.08697422593832016,0.9130257964134216
1507543694542618624,2022-03-26 02:23:20+00:00,98,0,0,0,22140,21631,90,191393,True,https://pbs.twimg.com/media/FOvYd4oVgAE-T8E.jpg,en,"RT @kathygriffin: 4th booster f**kers.
Oh, and CVS gave us EIGHT free Covid tests for getting boosted! https://t.co/fG6zHsayKz",Saturday,5,2,"['rt', 'booster', 'ker', 'give', 'free', 'test', 'get', 'boost', 'zhsaykz']",1,0.9498725533485413,0.9498725533485413,0.05012746900320053
1507543692885770243,2022-03-26 02:23:19+00:00,0,0,0,0,429,856,1,14064,True,https://pbs.twimg.com/media/FOve_1vWUAcyYsR.jpg,en,"China is literally working on covid 19 pt 2 . And nobody is paying attention, even Time Magazine shined some light on it. Too many distractions going on. https://t.co/u5gEjL5hY6",Saturday,5,2,"['literally', 'work', 'pay', 'attention', 'even', 'time', 'magazine', 'shine', 'light', 'many', 'distraction', 'go']",1,0.9560188055038452,0.9560188055038452,0.04398120939731598
1507543684333584390,2022-03-26 02:23:17+00:00,98,0,0,0,327,585,2,225346,True,https://pbs.twimg.com/media/FOvYd4oVgAE-T8E.jpg,en,"RT @kathygriffin: 4th booster f**kers.
Oh, and CVS gave us EIGHT free Covid tests for getting boosted! https://t.co/fG6zHsayKz",Saturday,5,2,"['rt', 'booster', 'ker', 'give', 'free', 'test', 'get', 'boost', 'zhsaykz']",1,0.9498726725578308,0.9498726725578308,0.050127290189266205
1507543627689385991,2022-03-26 02:23:04+00:00,4550,0,0,0,0,29,0,46,True,https://pbs.twimg.com/media/FOd43X5VUAEhoN6.jpg,en,RT @WakeAwake1: They don’t want to talk about Covid deaths in Canada anymore because of this chart right here. https://t.co/VqdXXecQMn,Saturday,5,2,"['want', 'talk', 'death', 'anymore', 'chart', 'right', 'vqdxxecqmn']",2,0.9364301562309265,0.0635698214173317,0.9364301562309265
1507543623847407619,2022-03-26 02:23:03+00:00,0,0,0,0,1995,2188,107,164884,True,https://pbs.twimg.com/media/FOve77fVsAIywRd.jpg,en,"I can't believe this, when I seen this picture 5 days ago I thought to myself I bet one of these guys are going to get covid, everyone I know who mixes and mingles without masks is getting covid,  I hope he isn't going to be hit to hard, just shows covid isn't over https://t.co/R2DsG434YV https://t.co/vpwNJUkLKu",Saturday,5,2,"['believe', 'see', 'picture', 'day', 'ago', 'think', 'bet', 'guy', 'go', 'get', 'know', 'mix', 'mingle', 'mask', 'get', 'hope', 'go', 'hit', 'hard', 'show', 'vpwnjuklku']",2,0.8822920322418213,0.11770791560411453,0.8822920322418213
1507543610224377858,2022-03-26 02:23:00+00:00,98,0,0,0,506,297,52,82424,True,https://pbs.twimg.com/media/FOvYd4oVgAE-T8E.jpg,en,"RT @kathygriffin: 4th booster f**kers.
Oh, and CVS gave us EIGHT free Covid tests for getting boosted! https://t.co/fG6zHsayKz",Saturday,5,2,"['rt', 'booster', 'ker', 'give', 'free', 'test', 'get', 'boost', 'zhsaykz']",1,0.9498725533485413,0.9498725533485413,0.05012740194797516
1507543601697497095,2022-03-26 02:22:58+00:00,3,0,0,0,244,47,2,113016,True,https://pbs.twimg.com/media/FOpsm98UcA0OsLG.jpg,en,"RT @GlobalNational: More transmissible BA.2 subvariant on the rise in Manitoba, experts say https://t.co/NwksvJkabw https://t.co/Z3pdslWfpu",Saturday,5,2,"['transmissible', 'subvariant', 'rise', 'manitoba', 'expert', 'say', 'nwksvjkabw', 'pdslwfpu']",1,0.9354023933410645,0.9354023933410645,0.06459757685661316
1507543588162265090,2022-03-26 02:22:54+00:00,0,0,0,0,270,1020,1,12408,True,https://pbs.twimg.com/media/FOveIAOVsAUmaQo.jpg,en,"@PeterCronau Now try to let the avians catch it and spread along the route is a brilliant idea, but it’s evil azzzzz! Hemmmmm SARS, avian flu, h1n1, covid bats?! Hemmmmmmmm https://t.co/XggbJPeAUU",Saturday,5,2,"['try', 'let', 'avian', 'catch', 'spread', 'route', 'brilliant', 'idea', 'evil', 'azzzzz', 'avian', 'flu', 'bat']",2,0.9597925543785095,0.040207426995038986,0.9597925543785095
1507543587420004354,2022-03-26 02:22:54+00:00,4550,0,0,0,48,151,2,2653,True,https://pbs.twimg.com/media/FOd43X5VUAEhoN6.jpg,en,RT @WakeAwake1: They don’t want to talk about Covid deaths in Canada anymore because of this chart right here. https://t.co/VqdXXecQMn,Saturday,5,2,"['want', 'talk', 'death', 'anymore', 'chart', 'right', 'vqdxxecqmn']",2,0.9364303946495056,0.06356960535049438,0.9364303946495056
1507543564401610752,2022-03-26 02:22:49+00:00,159,0,0,0,70,436,1,3615,True,https://pbs.twimg.com/media/FOuUIspXwAIAU6n.jpg,en,RT @AreOhEssEyeEe: Tested positive for covid today... https://t.co/UEMi3vgvax,Saturday,5,2,"['test', 'positive', 'today']",1,0.8681719899177551,0.8681719899177551,0.13182803988456726
1507543548610191361,2022-03-26 02:22:45+00:00,0,0,0,0,132,263,1,14522,True,https://pbs.twimg.com/media/FOve3lrXwAAiwHD.jpg,en,Council Post: Two-Year Covid-19 Anniversary: How Does The Future Of Work Look? https://t.co/C8Ry7NzyXB https://t.co/qonDaxu7Au,Saturday,5,2,"['post', 'year', 'anniversary', 'future', 'work', 'look']",1,0.9201173782348633,0.9201173782348633,0.07988257706165314
1507543494889545744,2022-03-26 02:22:32+00:00,0,0,1,0,1690,462,0,39558,True,https://pbs.twimg.com/media/FOve0V1XMAEygEh.jpg,en,almost 1 million more covid cases in 1 week epic slay https://t.co/LidxawyNCR,Saturday,5,2,"['almost', 'case', 'week', 'epic', 'slay', 'lidxawyncr']",2,0.9224094152450562,0.07759061455726624,0.9224094152450562
1507543490116300801,2022-03-26 02:22:31+00:00,0,0,1,0,677,2616,6,1425,True,https://pbs.twimg.com/media/FOvezJNWQAIHfUP.jpg,en,First I think I need to show you where and when this all connects to my life. Some people already know i say i got covid in 2015 in Colorado Springs the summer of jade helm before i understood what jade helm is proof of Colorado timeline https://t.co/6Z9GrgbntX,Saturday,5,2,"['first', 'think', 'need', 'show', 'connect', 'life', 'people', 'already', 'know', 'say', 'get', 'colorado', 'spring', 'helm', 'understand', 'jade', 'helm', 'proof', 'colorado', 'timeline', 'grgbntx']",2,0.9046467542648315,0.09535321593284607,0.9046467542648315
1507543464694919169,2022-03-26 02:22:25+00:00,254,0,0,0,739,740,6,15135,True,https://pbs.twimg.com/media/FOgtE5zVsAISoEm.jpg,en,"RT @soompi: #YeoJinGoo Halts All Activities After Testing Positive For COVID-19
https://t.co/mh8C3fJPwN https://t.co/6rZ647BUvO",Saturday,5,2,"['yeojingoo', 'halt', 'activity', 'test', 'positive', 'mh', 'fjpwn']",1,0.9365865588188171,0.9365865588188171,0.06341342628002167
1507543433657057281,2022-03-26 02:22:18+00:00,0,2,0,0,14818,4222,255,64294,True,https://pbs.twimg.com/media/FOveqbTaUAQPVAK.jpg,en,"@CatherineQ Sadly, the *when* is much easier to figure out. It's amazing that in more than two years of this pandemic, 85% of ALL Covid deaths have happened in the last month. Omicron is anything but mild. https://t.co/8d1tnCsbMb",Saturday,5,2,"['sadly', 'much', 'easy', 'figure', 'amazing', 'year', 'pandemic', 'death', 'happen', 'last', 'month', 'omicron', 'mild', 'tncsbmb']",2,0.9643310904502869,0.03566891327500343,0.9643310904502869
1507543410047332355,2022-03-26 02:22:12+00:00,0,1,0,0,5353,40,23,573,True,https://pbs.twimg.com/media/FOvetkPaIAU7KCW.jpg,en,"CIAL Managing Director Sri. S Suhas IAS receives the 'Covid champions' award from  Sri Jyotiraditya  Scindia, Hon. Minister for Civil Aviation at the  Wings India 2022; a  flagship event organized by the Ministry of Civil Aviation (MoCA), GoI and FICCI.
#cial #covidchampions https://t.co/StO5StyF4Z",Saturday,5,2,"['cial', 'manage', 'director', 'receive', 'champion', 'award', 'minister', 'civil', 'aviation', 'wing', 'flagship', 'event', 'organize', 'civil', 'aviation', 'moca', 'goi', 'ficci', 'cial', 'covidchampion', 'sto', 'styf']",1,0.9773845076560974,0.9773845076560974,0.0226154625415802
